2009-04-07 20:22:29,104  INFO org.latte.scripting.Javascript - connected to imap server
2009-04-07 20:26:52,371  INFO org.latte.scripting.Javascript - P:({})
2009-04-07 20:26:52,410 DEBUG Datastore.js - cache miss: all
2009-04-07 20:26:52,446 DEBUG Datastore.js - cache miss: 0
2009-04-07 20:26:52,451 DEBUG Datastore.js - cache miss: _cloud
2009-04-07 20:26:52,540  INFO org.latte.scripting.Javascript - handled /
2009-04-07 20:27:35,490  INFO org.latte.scripting.Javascript - connected to imap server
2009-04-07 20:27:41,793  INFO org.latte.scripting.Javascript - P:({})
2009-04-07 20:27:41,814 DEBUG Datastore.js - cache miss: all
2009-04-07 20:27:41,843 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/all (No such file or directory)
2009-04-07 20:27:42,038 ERROR org.latte.scripting.Javascript - undefined not defined
2009-04-07 20:27:45,064  INFO org.latte.scripting.Javascript - P:({})
2009-04-07 20:27:45,074  INFO org.latte.scripting.Javascript - handled /login
2009-04-07 20:27:47,066  INFO org.latte.scripting.Javascript - {passcode=[Ljava.lang.String;@16de49c}
2009-04-07 20:27:47,073  INFO org.latte.scripting.Javascript - entry:passcode=[Ljava.lang.String;@5e55ab
2009-04-07 20:27:47,076  INFO org.latte.scripting.Javascript - P:({passcode:"eddio22"})
2009-04-07 20:27:47,084  INFO org.latte.scripting.Javascript - handled http://localhost:8080/login/authenticate
2009-04-07 20:27:47,302  INFO org.latte.scripting.Javascript - P:({})
2009-04-07 20:27:47,303 DEBUG Datastore.js - cache miss: all
2009-04-07 20:27:47,305 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/all (No such file or directory)
2009-04-07 20:27:47,422 ERROR org.latte.scripting.Javascript - undefined not defined
2009-04-07 20:27:57,000  INFO org.latte.scripting.Javascript - P:({})
2009-04-07 20:27:57,072  INFO org.latte.scripting.Javascript - handled /blog/create
2009-04-07 20:28:21,491  INFO org.latte.scripting.Javascript - {tags=[B@176cad3, title=[B@1fe1feb, upload=small.JPG}
2009-04-07 20:28:21,525  INFO org.latte.scripting.Javascript - entry:tags=[B@176cad3
2009-04-07 20:28:21,526  INFO org.latte.scripting.Javascript - entry:title=[B@1fe1feb
2009-04-07 20:28:21,526  INFO org.latte.scripting.Javascript - entry:upload=small.JPG
2009-04-07 20:28:21,558  INFO org.latte.scripting.Javascript - P:({tags:"a b ", title:"hello world", upload:/tmp/MultiPart41464.JPG})
2009-04-07 20:28:21,559  INFO org.latte.scripting.Javascript - creating new model
2009-04-07 20:28:21,559 DEBUG Datastore.js - cache miss: all
2009-04-07 20:28:21,596 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/all (No such file or directory)
2009-04-07 20:28:21,602 DEBUG Datastore.js - cache miss: _cloud
2009-04-07 20:28:21,606 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/_cloud (No such file or directory)
2009-04-07 20:28:21,607 DEBUG Datastore.js - cache miss: _cloud
2009-04-07 20:28:21,716 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/_cloud (No such file or directory)
2009-04-07 20:28:21,719 DEBUG Datastore.js - cache miss: a
2009-04-07 20:28:21,720 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/a (No such file or directory)
2009-04-07 20:28:21,721 DEBUG Datastore.js - cache miss: a
2009-04-07 20:28:21,723 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/a (No such file or directory)
2009-04-07 20:28:21,726 DEBUG Datastore.js - cache miss: b
2009-04-07 20:28:21,727 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/b (No such file or directory)
2009-04-07 20:28:21,728 DEBUG Datastore.js - cache miss: b
2009-04-07 20:28:21,729 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/b (No such file or directory)
2009-04-07 20:28:21,732 DEBUG Datastore.js - cache miss: all
2009-04-07 20:28:21,733 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/all (No such file or directory)
2009-04-07 20:28:21,736 DEBUG Datastore.js - cache miss: all
2009-04-07 20:28:21,737 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/all (No such file or directory)
2009-04-07 20:28:21,803  INFO org.latte.scripting.Javascript - saved public/blog/0/o.jpg
2009-04-07 20:28:21,804  INFO org.latte.scripting.Javascript - convert -geometry 480x public/blog/0/o.jpg public/blog/0/p.jpg
2009-04-07 20:28:23,309  INFO org.latte.scripting.Javascript - convert -geometry x80 public/blog/0/o.jpg public/blog/0/t.jpg
2009-04-07 20:28:23,660  INFO org.latte.scripting.Javascript - convert -crop 80x80+13.5+0 public/blog/0/t.jpg public/blog/0/t.jpg
2009-04-07 20:28:23,702 DEBUG Datastore.js - cache miss: 0
2009-04-07 20:28:23,703 ERROR Datastore.js - JavaException: java.io.FileNotFoundException: data/0 (No such file or directory)
2009-04-07 20:28:23,705  INFO org.latte.scripting.Javascript - handled http://localhost:8080/blog/save
2009-04-07 20:28:23,712  INFO org.latte.scripting.Javascript - P:({})
2009-04-07 20:28:23,712 DEBUG Datastore.js - cache miss: 0
2009-04-07 20:28:23,756  INFO org.latte.scripting.Javascript - handled /blog/show/all/0
2009-04-07 20:30:34,851  INFO org.latte.scripting.Javascript - P:({})
2009-04-07 20:30:34,851  INFO org.latte.scripting.Javascript - handled /login
2009-04-07 20:30:36,402  INFO org.latte.scripting.Javascript - {passcode=[Ljava.lang.String;@e61fd1}
2009-04-07 20:30:36,403  INFO org.latte.scripting.Javascript - entry:passcode=[Ljava.lang.String;@331059
2009-04-07 20:30:36,403  INFO org.latte.scripting.Javascript - P:({passcode:"eddio22"})
